Entity,Code,Date,Total confirmed cases ,,,,,
Namibia,NAM,15-Apr-20,16,,,,,
Namibia,NAM,16-Apr-20,16,,,,,
Namibia,NAM,17-Apr-20,16,,,,,
Namibia,NAM,18-Apr-20,16,,,,,
Namibia,NAM,19-Apr-20,16,,,,,
Namibia,NAM,20-Apr-20,16,,,,,
Namibia,NAM,21-Apr-20,16,,,,,
Namibia,NAM,22-Apr-20,16,,,,,
Namibia,NAM,23-Apr-20,16,,,,,
Namibia,NAM,24-Apr-20,16,,,,,
Namibia,NAM,25-Apr-20,16,,,,,
Namibia,NAM,26-Apr-20,16,,,,,
Namibia,NAM,27-Apr-20,16,,,,,
Namibia,NAM,28-Apr-20,16,,,,,
Namibia,NAM,29-Apr-20,16,,,,,
Nepal,NPL,25-Jan-20,1,,,,,
Nepal,NPL,26-Jan-20,1,,,,,
Nepal,NPL,27-Jan-20,1,,,,,
Nepal,NPL,28-Jan-20,1,,,,,
Nepal,NPL,29-Jan-20,1,,,,,
Nepal,NPL,30-Jan-20,1,,,,,
Nepal,NPL,31-Jan-20,1,,,,,
Nepal,NPL,1-Feb-20,1,,,,,
Nepal,NPL,2-Feb-20,1,,,,,
Nepal,NPL,3-Feb-20,1,,,,,
Nepal,NPL,4-Feb-20,1,,,,,
Nepal,NPL,5-Feb-20,1,,,,,
Nepal,NPL,6-Feb-20,1,,,,,
Nepal,NPL,7-Feb-20,1,,,,,
Nepal,NPL,8-Feb-20,1,,,,,
Nepal,NPL,9-Feb-20,1,,,,,
Nepal,NPL,10-Feb-20,1,,,,,
Nepal,NPL,11-Feb-20,1,,,,,
Nepal,NPL,12-Feb-20,1,,,,,
Nepal,NPL,13-Feb-20,1,,,,,
Nepal,NPL,14-Feb-20,1,,,,,
Nepal,NPL,15-Feb-20,1,,,,,
Nepal,NPL,16-Feb-20,1,,,,,
Nepal,NPL,17-Feb-20,1,,,,,
Nepal,NPL,18-Feb-20,1,,,,,
Nepal,NPL,19-Feb-20,1,,,,,
Nepal,NPL,20-Feb-20,1,,,,,
Nepal,NPL,21-Feb-20,1,,,,,
Nepal,NPL,22-Feb-20,1,,,,,
Nepal,NPL,23-Feb-20,1,,,,,
Nepal,NPL,24-Feb-20,1,,,,,
Nepal,NPL,25-Feb-20,1,,,,,
Nepal,NPL,26-Feb-20,1,,,,,
Nepal,NPL,27-Feb-20,1,,,,,
Nepal,NPL,28-Feb-20,1,,,,,
Nepal,NPL,29-Feb-20,1,,,,,
Nepal,NPL,1-Mar-20,1,,,,,
Nepal,NPL,2-Mar-20,1,,,,,
Nepal,NPL,15-Mar-20,1,,,,,
Nepal,NPL,17-Mar-20,1,,,,,
Nepal,NPL,18-Mar-20,1,,,,,
Nepal,NPL,19-Mar-20,1,,,,,
Nepal,NPL,20-Mar-20,1,,,,,
Nepal,NPL,21-Mar-20,1,,,,,
Nepal,NPL,22-Mar-20,1,,,,,
Nepal,NPL,23-Mar-20,1,,,,,
Nepal,NPL,24-Mar-20,2,,,,,
Nepal,NPL,25-Mar-20,3,,,,,
Nepal,NPL,26-Mar-20,3,,,,,
Nepal,NPL,27-Mar-20,3,,,,,
Nepal,NPL,28-Mar-20,3,,,,,
Nepal,NPL,29-Mar-20,5,,,,,
Nepal,NPL,30-Mar-20,5,,,,,
Nepal,NPL,31-Mar-20,5,,,,,
Nepal,NPL,1-Apr-20,5,,,,,
Nepal,NPL,2-Apr-20,5,,,,,
Nepal,NPL,3-Apr-20,5,,,,,
Nepal,NPL,4-Apr-20,6,,,,,
Nepal,NPL,5-Apr-20,6,,,,,
Nepal,NPL,6-Apr-20,9,,,,,
Nepal,NPL,7-Apr-20,9,,,,,
Nepal,NPL,8-Apr-20,9,,,,,
Nepal,NPL,9-Apr-20,9,,,,,
Nepal,NPL,10-Apr-20,9,,,,,
Nepal,NPL,11-Apr-20,9,,,,,
Nepal,NPL,12-Apr-20,9,,,,,
Nepal,NPL,13-Apr-20,12,,,,,
Nepal,NPL,14-Apr-20,14,,,,,
Nepal,NPL,15-Apr-20,16,,,,,
Nepal,NPL,16-Apr-20,16,,,,,
Nepal,NPL,17-Apr-20,16,,,,,
Nepal,NPL,18-Apr-20,30,,,,,
Nepal,NPL,19-Apr-20,31,,,,,
Nepal,NPL,20-Apr-20,31,,,,,
Nepal,NPL,21-Apr-20,31,,,,,
Nepal,NPL,22-Apr-20,42,,,,,
Nepal,NPL,23-Apr-20,45,,,,,
Nepal,NPL,24-Apr-20,48,,,,,
Nepal,NPL,25-Apr-20,49,,,,,
Nepal,NPL,26-Apr-20,49,,,,,
Nepal,NPL,27-Apr-20,52,,,,,
Nepal,NPL,28-Apr-20,52,,,,,
Nepal,NPL,29-Apr-20,54,,,,,
Netherlands,NLD,28-Feb-20,1,,,,,
Netherlands,NLD,29-Feb-20,2,,,,,
Netherlands,NLD,1-Mar-20,7,,,,,
Netherlands,NLD,2-Mar-20,13,,,,,
Netherlands,NLD,3-Mar-20,18,,,,,
Netherlands,NLD,4-Mar-20,28,,,,,
Netherlands,NLD,5-Mar-20,38,,,,,
Netherlands,NLD,6-Mar-20,82,,,,,
Netherlands,NLD,7-Mar-20,128,,,,,
Netherlands,NLD,8-Mar-20,188,,,,,
Netherlands,NLD,9-Mar-20,265,,,,,
Netherlands,NLD,10-Mar-20,321,,,,,
Netherlands,NLD,11-Mar-20,382,,,,,
Netherlands,NLD,12-Mar-20,503,,,,,
Netherlands,NLD,13-Mar-20,614,,,,,
Netherlands,NLD,14-Mar-20,804,,,,,
Netherlands,NLD,15-Mar-20,959,,,,,
Netherlands,NLD,16-Mar-20,1135,,,,,
Netherlands,NLD,17-Mar-20,1413,,,,,
Netherlands,NLD,18-Mar-20,1705,,,,,
Netherlands,NLD,19-Mar-20,2051,,,,,
Netherlands,NLD,20-Mar-20,2460,,,,,
Netherlands,NLD,21-Mar-20,2994,,,,,
Netherlands,NLD,22-Mar-20,3631,,,,,
Netherlands,NLD,23-Mar-20,4204,,,,,
Netherlands,NLD,24-Mar-20,4749,,,,,
Netherlands,NLD,25-Mar-20,5560,,,,,
Netherlands,NLD,26-Mar-20,6412,,,,,
Netherlands,NLD,27-Mar-20,7431,,,,,
Netherlands,NLD,28-Mar-20,8603,,,,,
Netherlands,NLD,29-Mar-20,9762,,,,,
Netherlands,NLD,30-Mar-20,10866,,,,,
Netherlands,NLD,31-Mar-20,11750,,,,,
Netherlands,NLD,1-Apr-20,12595,,,,,
Netherlands,NLD,2-Apr-20,13614,,,,,
Netherlands,NLD,3-Apr-20,14697,,,,,
Netherlands,NLD,4-Apr-20,15723,,,,,
Netherlands,NLD,5-Apr-20,16627,,,,,
Netherlands,NLD,6-Apr-20,17851,,,,,
Netherlands,NLD,7-Apr-20,18803,,,,,
Netherlands,NLD,8-Apr-20,19580,,,,,
Netherlands,NLD,9-Apr-20,20549,,,,,
Netherlands,NLD,10-Apr-20,21762,,,,,
Netherlands,NLD,11-Apr-20,23097,,,,,
Netherlands,NLD,12-Apr-20,24413,,,,,
Netherlands,NLD,13-Apr-20,25587,,,,,
Netherlands,NLD,14-Apr-20,26551,,,,,
Netherlands,NLD,15-Apr-20,27419,,,,,
Netherlands,NLD,16-Apr-20,28153,,,,,
Netherlands,NLD,17-Apr-20,29214,,,,,
Netherlands,NLD,18-Apr-20,30449,,,,,
Netherlands,NLD,19-Apr-20,31589,,,,,
Netherlands,NLD,20-Apr-20,32655,,,,,
Netherlands,NLD,21-Apr-20,33405,,,,,
Netherlands,NLD,22-Apr-20,34134,,,,,
Netherlands,NLD,23-Apr-20,34842,,,,,
Netherlands,NLD,24-Apr-20,35729,,,,,
Netherlands,NLD,25-Apr-20,36535,,,,,
Netherlands,NLD,26-Apr-20,37190,,,,,
Netherlands,NLD,27-Apr-20,37845,,,,,
Netherlands,NLD,28-Apr-20,38245,,,,,
Netherlands,NLD,29-Apr-20,38416,,,,,
New Caledonia,NCL,21-Mar-20,2,,,,,
New Caledonia,NCL,22-Mar-20,4,,,,,
New Caledonia,NCL,23-Mar-20,5,,,,,
New Caledonia,NCL,24-Mar-20,7,,,,,
New Caledonia,NCL,25-Mar-20,9,,,,,
New Caledonia,NCL,26-Mar-20,14,,,,,
New Caledonia,NCL,27-Mar-20,15,,,,,
New Caledonia,NCL,28-Mar-20,15,,,,,
New Caledonia,NCL,29-Mar-20,15,,,,,
New Caledonia,NCL,30-Mar-20,15,,,,,
New Caledonia,NCL,31-Mar-20,16,,,,,
New Caledonia,NCL,1-Apr-20,16,,,,,
New Caledonia,NCL,2-Apr-20,16,,,,,
New Caledonia,NCL,3-Apr-20,16,,,,,
New Caledonia,NCL,4-Apr-20,18,,,,,
New Caledonia,NCL,5-Apr-20,18,,,,,
New Caledonia,NCL,6-Apr-20,18,,,,,
New Caledonia,NCL,7-Apr-20,18,,,,,
New Caledonia,NCL,8-Apr-20,18,,,,,
New Caledonia,NCL,9-Apr-20,18,,,,,
New Caledonia,NCL,10-Apr-20,18,,,,,
New Caledonia,NCL,11-Apr-20,18,,,,,
New Caledonia,NCL,12-Apr-20,18,,,,,
New Caledonia,NCL,13-Apr-20,18,,,,,
New Caledonia,NCL,14-Apr-20,18,,,,,
New Caledonia,NCL,15-Apr-20,18,,,,,
New Caledonia,NCL,16-Apr-20,18,,,,,
New Caledonia,NCL,17-Apr-20,18,,,,,
New Caledonia,NCL,18-Apr-20,18,,,,,
New Caledonia,NCL,19-Apr-20,18,,,,,
New Caledonia,NCL,20-Apr-20,18,,,,,
New Caledonia,NCL,21-Apr-20,18,,,,,
New Caledonia,NCL,22-Apr-20,18,,,,,
New Caledonia,NCL,23-Apr-20,18,,,,,
New Caledonia,NCL,24-Apr-20,18,,,,,
New Caledonia,NCL,25-Apr-20,18,,,,,
New Caledonia,NCL,26-Apr-20,18,,,,,
New Caledonia,NCL,27-Apr-20,18,,,,,
New Caledonia,NCL,28-Apr-20,18,,,,,
New Caledonia,NCL,29-Apr-20,18,,,,,
New Zealand,NZL,28-Feb-20,1,,,,,
New Zealand,NZL,29-Feb-20,1,,,,,
New Zealand,NZL,1-Mar-20,1,,,,,
New Zealand,NZL,2-Mar-20,1,,,,,
New Zealand,NZL,4-Mar-20,2,,,,,
New Zealand,NZL,5-Mar-20,3,,,,,
New Zealand,NZL,6-Mar-20,4,,,,,
New Zealand,NZL,7-Mar-20,5,,,,,
New Zealand,NZL,14-Mar-20,6,,,,,
New Zealand,NZL,15-Mar-20,8,,,,,
New Zealand,NZL,18-Mar-20,20,,,,,
New Zealand,NZL,19-Mar-20,28,,,,,
New Zealand,NZL,20-Mar-20,39,,,,,
New Zealand,NZL,21-Mar-20,53,,,,,
New Zealand,NZL,22-Mar-20,66,,,,,
New Zealand,NZL,23-Mar-20,102,,,,,
New Zealand,NZL,24-Mar-20,142,,,,,
New Zealand,NZL,25-Mar-20,189,,,,,
New Zealand,NZL,26-Mar-20,262,,,,,
New Zealand,NZL,27-Mar-20,338,,,,,
New Zealand,NZL,28-Mar-20,416,,,,,
New Zealand,NZL,29-Mar-20,476,,,,,
New Zealand,NZL,30-Mar-20,552,,,,,
New Zealand,NZL,31-Mar-20,647,,,,,
New Zealand,NZL,1-Apr-20,647,,,,,
New Zealand,NZL,2-Apr-20,723,,,,,
New Zealand,NZL,3-Apr-20,772,,,,,
New Zealand,NZL,4-Apr-20,824,,,,,
New Zealand,NZL,5-Apr-20,872,,,,,
New Zealand,NZL,6-Apr-20,911,,,,,
New Zealand,NZL,7-Apr-20,943,,,,,
New Zealand,NZL,8-Apr-20,969,,,,,
New Zealand,NZL,9-Apr-20,992,,,,,
New Zealand,NZL,10-Apr-20,1015,,,,,
New Zealand,NZL,11-Apr-20,1035,,,,,
New Zealand,NZL,12-Apr-20,1049,,,,,
New Zealand,NZL,13-Apr-20,1064,,,,,
New Zealand,NZL,14-Apr-20,1072,,,,,
New Zealand,NZL,15-Apr-20,1078,,,,,
New Zealand,NZL,16-Apr-20,1084,,,,,
New Zealand,NZL,17-Apr-20,1086,,,,,
New Zealand,NZL,18-Apr-20,1094,,,,,
New Zealand,NZL,19-Apr-20,1098,,,,,
New Zealand,NZL,20-Apr-20,1105,,,,,
New Zealand,NZL,21-Apr-20,1107,,,,,
New Zealand,NZL,22-Apr-20,1112,,,,,
New Zealand,NZL,23-Apr-20,1112,,,,,
New Zealand,NZL,24-Apr-20,1114,,,,,
New Zealand,NZL,25-Apr-20,1117,,,,,
New Zealand,NZL,26-Apr-20,1121,,,,,
New Zealand,NZL,27-Apr-20,1122,,,,,
New Zealand,NZL,28-Apr-20,1124,,,,,
New Zealand,NZL,29-Apr-20,1126,,,,,
Nicaragua,NIC,19-Mar-20,1,,,,,
Nicaragua,NIC,20-Mar-20,1,,,,,
Nicaragua,NIC,21-Mar-20,2,,,,,
Nicaragua,NIC,22-Mar-20,2,,,,,
Nicaragua,NIC,23-Mar-20,2,,,,,
Nicaragua,NIC,24-Mar-20,2,,,,,
Nicaragua,NIC,25-Mar-20,2,,,,,
Nicaragua,NIC,26-Mar-20,2,,,,,
Nicaragua,NIC,27-Mar-20,2,,,,,
Nicaragua,NIC,28-Mar-20,2,,,,,
Nicaragua,NIC,29-Mar-20,4,,,,,
Nicaragua,NIC,30-Mar-20,4,,,,,
Nicaragua,NIC,31-Mar-20,4,,,,,
Nicaragua,NIC,1-Apr-20,4,,,,,
Nicaragua,NIC,2-Apr-20,5,,,,,
Nicaragua,NIC,3-Apr-20,5,,,,,
Nicaragua,NIC,4-Apr-20,5,,,,,
Nicaragua,NIC,5-Apr-20,5,,,,,
Nicaragua,NIC,6-Apr-20,5,,,,,
Nicaragua,NIC,7-Apr-20,6,,,,,
Nicaragua,NIC,8-Apr-20,6,,,,,
Nicaragua,NIC,9-Apr-20,6,,,,,
Nicaragua,NIC,10-Apr-20,6,,,,,
Nicaragua,NIC,11-Apr-20,7,,,,,
Nicaragua,NIC,12-Apr-20,7,,,,,
Nicaragua,NIC,13-Apr-20,9,,,,,
Nicaragua,NIC,14-Apr-20,9,,,,,
Nicaragua,NIC,15-Apr-20,9,,,,,
Nicaragua,NIC,16-Apr-20,9,,,,,
Nicaragua,NIC,17-Apr-20,9,,,,,
Nicaragua,NIC,18-Apr-20,9,,,,,
Nicaragua,NIC,19-Apr-20,9,,,,,
Nicaragua,NIC,20-Apr-20,9,,,,,
Nicaragua,NIC,21-Apr-20,9,,,,,
Nicaragua,NIC,22-Apr-20,10,,,,,
Nicaragua,NIC,23-Apr-20,10,,,,,
Nicaragua,NIC,24-Apr-20,10,,,,,
Nicaragua,NIC,25-Apr-20,11,,,,,
Nicaragua,NIC,26-Apr-20,12,,,,,
Nicaragua,NIC,27-Apr-20,13,,,,,
Nicaragua,NIC,28-Apr-20,13,,,,,
Nicaragua,NIC,29-Apr-20,13,,,,,
Niger,NER,21-Mar-20,1,,,,,
Niger,NER,22-Mar-20,1,,,,,
Niger,NER,23-Mar-20,1,,,,,
Niger,NER,24-Mar-20,2,,,,,
Niger,NER,25-Mar-20,7,,,,,
Niger,NER,26-Mar-20,7,,,,,
Niger,NER,27-Mar-20,10,,,,,
Niger,NER,28-Mar-20,10,,,,,
Niger,NER,29-Mar-20,10,,,,,
Niger,NER,30-Mar-20,10,,,,,
Niger,NER,31-Mar-20,20,,,,,
Niger,NER,1-Apr-20,20,,,,,
Niger,NER,2-Apr-20,74,,,,,
Niger,NER,3-Apr-20,74,,,,,
Niger,NER,4-Apr-20,98,,,,,
Niger,NER,5-Apr-20,120,,,,,
Niger,NER,6-Apr-20,184,,,,,
Niger,NER,7-Apr-20,253,,,,,
Niger,NER,8-Apr-20,278,,,,,
Niger,NER,9-Apr-20,342,,,,,
Niger,NER,10-Apr-20,410,,,,,
Niger,NER,11-Apr-20,438,,,,,
Niger,NER,12-Apr-20,491,,,,,
Niger,NER,13-Apr-20,529,,,,,
Niger,NER,14-Apr-20,548,,,,,
Niger,NER,15-Apr-20,570,,,,,
Niger,NER,16-Apr-20,584,,,,,
Niger,NER,17-Apr-20,609,,,,,
Niger,NER,18-Apr-20,627,,,,,
Niger,NER,19-Apr-20,639,,,,,
Niger,NER,20-Apr-20,648,,,,,
Niger,NER,21-Apr-20,655,,,,,
Niger,NER,22-Apr-20,655,,,,,
Niger,NER,23-Apr-20,662,,,,,
Niger,NER,24-Apr-20,671,,,,,
Niger,NER,25-Apr-20,681,,,,,
Niger,NER,26-Apr-20,684,,,,,
Niger,NER,27-Apr-20,696,,,,,
Niger,NER,28-Apr-20,701,,,,,
Niger,NER,29-Apr-20,709,,,,,
Nigeria,NGA,28-Feb-20,1,,,,,
Nigeria,NGA,29-Feb-20,1,,,,,
Nigeria,NGA,1-Mar-20,1,,,,,
Nigeria,NGA,2-Mar-20,1,,,,,
Nigeria,NGA,10-Mar-20,2,,,,,
Nigeria,NGA,15-Mar-20,2,,,,,
Nigeria,NGA,16-Mar-20,2,,,,,
Nigeria,NGA,17-Mar-20,2,,,,,
Nigeria,NGA,18-Mar-20,3,,,,,
Nigeria,NGA,19-Mar-20,8,,,,,
Nigeria,NGA,20-Mar-20,8,,,,,
Nigeria,NGA,21-Mar-20,12,,,,,
Nigeria,NGA,22-Mar-20,22,,,,,
Nigeria,NGA,23-Mar-20,30,,,,,
Nigeria,NGA,24-Mar-20,40,,,,,
Nigeria,NGA,25-Mar-20,44,,,,,
Nigeria,NGA,26-Mar-20,51,,,,,
Nigeria,NGA,27-Mar-20,65,,,,,
Nigeria,NGA,28-Mar-20,81,,,,,
Nigeria,NGA,29-Mar-20,97,,,,,
Nigeria,NGA,30-Mar-20,97,,,,,
Nigeria,NGA,31-Mar-20,131,,,,,
Nigeria,NGA,1-Apr-20,131,,,,,
Nigeria,NGA,2-Apr-20,151,,,,,
Nigeria,NGA,3-Apr-20,174,,,,,
Nigeria,NGA,4-Apr-20,190,,,,,
Nigeria,NGA,5-Apr-20,210,,,,,
Nigeria,NGA,6-Apr-20,232,,,,,
Nigeria,NGA,7-Apr-20,238,,,,,
Nigeria,NGA,8-Apr-20,254,,,,,
Nigeria,NGA,9-Apr-20,276,,,,,
Nigeria,NGA,10-Apr-20,288,,,,,
Nigeria,NGA,11-Apr-20,305,,,,,
Nigeria,NGA,12-Apr-20,318,,,,,
Nigeria,NGA,13-Apr-20,323,,,,,
Nigeria,NGA,14-Apr-20,343,,,,,
Nigeria,NGA,15-Apr-20,373,,,,,
Nigeria,NGA,16-Apr-20,407,,,,,
Nigeria,NGA,17-Apr-20,442,,,,,
Nigeria,NGA,18-Apr-20,493,,,,,
Nigeria,NGA,19-Apr-20,542,,,,,
Nigeria,NGA,20-Apr-20,627,,,,,
Nigeria,NGA,21-Apr-20,665,,,,,
Nigeria,NGA,22-Apr-20,782,,,,,
Nigeria,NGA,23-Apr-20,873,,,,,
Nigeria,NGA,24-Apr-20,981,,,,,
Nigeria,NGA,25-Apr-20,1095,,,,,
Nigeria,NGA,26-Apr-20,1182,,,,,
Nigeria,NGA,27-Apr-20,1273,,,,,
Nigeria,NGA,28-Apr-20,1337,,,,,
Nigeria,NGA,29-Apr-20,1532,,,,,
North America,,21-Jan-20,1,,,,,
North America,,22-Jan-20,1,,,,,
North America,,23-Jan-20,1,,,,,
North America,,24-Jan-20,1,,,,,
North America,,25-Jan-20,2,,,,,
North America,,26-Jan-20,3,,,,,
North America,,27-Jan-20,6,,,,,
North America,,28-Jan-20,7,,,,,
North America,,29-Jan-20,8,,,,,
North America,,30-Jan-20,8,,,,,
North America,,31-Jan-20,9,,,,,
North America,,1-Feb-20,11,,,,,
North America,,2-Feb-20,12,,,,,
North America,,3-Feb-20,15,,,,,
North America,,4-Feb-20,15,,,,,
North America,,5-Feb-20,16,,,,,
North America,,6-Feb-20,17,,,,,
North America,,7-Feb-20,19,,,,,
North America,,8-Feb-20,19,,,,,
North America,,9-Feb-20,19,,,,,
North America,,10-Feb-20,19,,,,,
North America,,11-Feb-20,20,,,,,
North America,,12-Feb-20,20,,,,,
North America,,13-Feb-20,21,,,,,
North America,,14-Feb-20,22,,,,,
North America,,15-Feb-20,23,,,,,
North America,,16-Feb-20,23,,,,,
North America,,17-Feb-20,23,,,,,
North America,,18-Feb-20,23,,,,,
North America,,19-Feb-20,23,,,,,
North America,,20-Feb-20,23,,,,,
North America,,21-Feb-20,25,,,,,
North America,,22-Feb-20,44,,,,,
North America,,23-Feb-20,44,,,,,
North America,,24-Feb-20,44,,,,,
North America,,25-Feb-20,64,,,,,
North America,,26-Feb-20,64,,,,,
North America,,27-Feb-20,71,,,,,
North America,,28-Feb-20,74,,,,,
North America,,29-Feb-20,84,,,,,
North America,,1-Mar-20,93,,,,,
North America,,2-Mar-20,119,,,,,
North America,,3-Mar-20,137,,,,,
North America,,4-Mar-20,162,,,,,
North America,,5-Mar-20,199,,,,,
North America,,6-Mar-20,285,,,,,
North America,,7-Mar-20,398,,,,,
North America,,8-Mar-20,499,,,,,
North America,,9-Mar-20,631,,,,,
North America,,10-Mar-20,854,,,,,
North America,,11-Mar-20,1151,,,,,
North America,,12-Mar-20,1475,,,,,
North America,,13-Mar-20,1889,,,,,
North America,,14-Mar-20,2471,,,,,
North America,,15-Mar-20,3343,,,,,
North America,,16-Mar-20,4254,,,,,
North America,,17-Mar-20,5330,,,,,
North America,,18-Mar-20,7288,,,,,
North America,,19-Mar-20,10489,,,,,
North America,,20-Mar-20,15605,,,,,
North America,,21-Mar-20,21268,,,,,
North America,,22-Mar-20,28955,,,,,
North America,,23-Mar-20,37805,,,,,
North America,,24-Mar-20,49453,,,,,
North America,,25-Mar-20,58816,,,,,
North America,,26-Mar-20,74578,,,,,
North America,,27-Mar-20,92418,,,,,
North America,,28-Mar-20,112263,,,,,
North America,,29-Mar-20,133502,,,,,
North America,,30-Mar-20,153276,,,,,
North America,,31-Mar-20,176390,,,,,
North America,,1-Apr-20,203091,,,,,
North America,,2-Apr-20,231942,,,,,
North America,,3-Apr-20,262944,,,,,
North America,,4-Apr-20,297313,,,,,
North America,,5-Apr-20,333532,,,,,
North America,,6-Apr-20,361291,,,,,
North America,,7-Apr-20,393633,,,,,
North America,,8-Apr-20,426275,,,,,
North America,,9-Apr-20,462023,,,,,
North America,,10-Apr-20,498418,,,,,
North America,,11-Apr-20,536376,,,,,
North America,,12-Apr-20,566898,,,,,
North America,,13-Apr-20,596609,,,,,
North America,,14-Apr-20,623701,,,,,
North America,,15-Apr-20,652749,,,,,
North America,,16-Apr-20,685363,,,,,
North America,,17-Apr-20,719801,,,,,
North America,,18-Apr-20,753733,,,,,
North America,,19-Apr-20,789212,,,,,
North America,,20-Apr-20,816784,,,,,
North America,,21-Apr-20,848062,,,,,
North America,,22-Apr-20,888043,,,,,
North America,,23-Apr-20,909018,,,,,
North America,,24-Apr-20,939106,,,,,
North America,,25-Apr-20,964098,,,,,
North America,,26-Apr-20,1015677,,,,,
North America,,27-Apr-20,1045581,,,,,
North America,,28-Apr-20,1070975,,,,,
North America,,29-Apr-20,1098495,,,,,
Northern Mariana Islands,MNP,31-Mar-20,2,,,,,
Northern Mariana Islands,MNP,1-Apr-20,6,,,,,
Northern Mariana Islands,MNP,2-Apr-20,6,,,,,
Northern Mariana Islands,MNP,3-Apr-20,8,,,,,
Northern Mariana Islands,MNP,4-Apr-20,8,,,,,
Northern Mariana Islands,MNP,5-Apr-20,8,,,,,
Northern Mariana Islands,MNP,6-Apr-20,8,,,,,
Northern Mariana Islands,MNP,7-Apr-20,8,,,,,
Northern Mariana Islands,MNP,8-Apr-20,8,,,,,
Northern Mariana Islands,MNP,9-Apr-20,11,,,,,
Northern Mariana Islands,MNP,10-Apr-20,11,,,,,
Northern Mariana Islands,MNP,11-Apr-20,11,,,,,
Northern Mariana Islands,MNP,12-Apr-20,11,,,,,
Northern Mariana Islands,MNP,13-Apr-20,11,,,,,
Northern Mariana Islands,MNP,14-Apr-20,11,,,,,
Northern Mariana Islands,MNP,15-Apr-20,13,,,,,
Northern Mariana Islands,MNP,16-Apr-20,13,,,,,
Northern Mariana Islands,MNP,17-Apr-20,13,,,,,
Northern Mariana Islands,MNP,18-Apr-20,14,,,,,
Northern Mariana Islands,MNP,19-Apr-20,14,,,,,
Northern Mariana Islands,MNP,20-Apr-20,14,,,,,
Northern Mariana Islands,MNP,21-Apr-20,14,,,,,
Northern Mariana Islands,MNP,22-Apr-20,14,,,,,
Northern Mariana Islands,MNP,23-Apr-20,14,,,,,
Northern Mariana Islands,MNP,24-Apr-20,14,,,,,
Northern Mariana Islands,MNP,25-Apr-20,14,,,,,
Northern Mariana Islands,MNP,26-Apr-20,14,,,,,
Northern Mariana Islands,MNP,27-Apr-20,14,,,,,
Northern Mariana Islands,MNP,28-Apr-20,14,,,,,
Northern Mariana Islands,MNP,29-Apr-20,14,,,,,
Norway,NOR,27-Feb-20,1,,,,,
Norway,NOR,28-Feb-20,4,,,,,
Norway,NOR,29-Feb-20,6,,,,,
Norway,NOR,1-Mar-20,15,,,,,
Norway,NOR,2-Mar-20,19,,,,,
Norway,NOR,3-Mar-20,25,,,,,
Norway,NOR,4-Mar-20,33,,,,,
Norway,NOR,5-Mar-20,56,,,,,
Norway,NOR,6-Mar-20,86,,,,,
Norway,NOR,7-Mar-20,113,,,,,
Norway,NOR,8-Mar-20,147,,,,,
Norway,NOR,9-Mar-20,169,,,,,
Norway,NOR,10-Mar-20,192,,,,,
Norway,NOR,11-Mar-20,277,,,,,
Norway,NOR,12-Mar-20,489,,,,,
Norway,NOR,13-Mar-20,621,,,,,
Norway,NOR,14-Mar-20,621,,,,,
Norway,NOR,15-Mar-20,907,,,,,
Norway,NOR,16-Mar-20,1077,,,,,
Norway,NOR,17-Mar-20,1169,,,,,
Norway,NOR,18-Mar-20,1308,,,,,
Norway,NOR,19-Mar-20,1423,,,,,
Norway,NOR,20-Mar-20,1552,,,,,
Norway,NOR,21-Mar-20,1742,,,,,
Norway,NOR,22-Mar-20,1926,,,,,
Norway,NOR,23-Mar-20,2132,,,,,
Norway,NOR,24-Mar-20,2371,,,,,
Norway,NOR,25-Mar-20,2566,,,,,
Norway,NOR,26-Mar-20,2916,,,,,
Norway,NOR,27-Mar-20,3156,,,,,
Norway,NOR,28-Mar-20,3581,,,,,
Norway,NOR,29-Mar-20,3845,,,,,
Norway,NOR,30-Mar-20,4102,,,,,
Norway,NOR,31-Mar-20,4226,,,,,
Norway,NOR,1-Apr-20,4447,,,,,
Norway,NOR,2-Apr-20,4665,,,,,
Norway,NOR,3-Apr-20,4935,,,,,
Norway,NOR,4-Apr-20,5208,,,,,
Norway,NOR,5-Apr-20,5510,,,,,
Norway,NOR,6-Apr-20,5640,,,,,
Norway,NOR,7-Apr-20,5755,,,,,
Norway,NOR,8-Apr-20,5863,,,,,
Norway,NOR,9-Apr-20,6010,,,,,
Norway,NOR,10-Apr-20,6160,,,,,
Norway,NOR,11-Apr-20,6244,,,,,
Norway,NOR,12-Apr-20,6320,,,,,
Norway,NOR,13-Apr-20,6415,,,,,
Norway,NOR,14-Apr-20,6488,,,,,
Norway,NOR,15-Apr-20,6566,,,,,
Norway,NOR,16-Apr-20,6677,,,,,
Norway,NOR,17-Apr-20,6791,,,,,
Norway,NOR,18-Apr-20,6791,,,,,
Norway,NOR,19-Apr-20,6984,,,,,
Norway,NOR,20-Apr-20,7068,,,,,
Norway,NOR,21-Apr-20,7113,,,,,
Norway,NOR,22-Apr-20,7166,,,,,
Norway,NOR,23-Apr-20,7250,,,,,
Norway,NOR,24-Apr-20,7345,,,,,
Norway,NOR,25-Apr-20,7408,,,,,
Norway,NOR,26-Apr-20,7467,,,,,
Norway,NOR,27-Apr-20,7505,,,,,
Norway,NOR,28-Apr-20,7533,,,,,
Norway,NOR,29-Apr-20,7605,,,,,
Oceania,,25-Jan-20,1,,,,,
Oceania,,26-Jan-20,4,,,,,
